Support,Time
263,63.87313985824585
264,63.73313665390015
265,63.66614270210266
266,63.60614347457886
267,63.760143756866455
268,63.457146644592285
269,63.355146169662476
270,63.4891471862793
271,63.05715298652649
272,63.00614643096924
273,62.797154903411865
274,62.98314714431763
275,62.721208810806274
276,62.34616279602051
277,62.85315299034119
278,62.63315725326538
279,62.43316054344177
280,62.77515506744385
281,62.283161640167236
282,62.29916071891785
283,62.23216199874878
284,62.317155599594116
285,62.06216526031494
286,61.87916684150696
287,61.65016961097717
288,61.88116765022278
289,61.84516763687134
290,61.500173568725586
291,61.71616864204407
292,61.612178802490234
293,61.133177518844604
294,61.287176847457886
295,62.60415863990784
296,61.32317614555359
297,61.131179094314575
298,61.1581768989563
299,60.76718306541443
300,60.88517904281616
301,60.876179695129395
302,61.05418515205383
303,60.50418663024902
304,60.43918752670288
305,60.2581889629364
306,60.47818660736084
307,60.42218589782715
308,60.388182401657104
309,60.137190103530884
310,59.98419189453125
311,60.03318667411804
312,60.057191371917725
313,59.727195739746094
314,60.034191608428955
315,60.018245220184326
316,59.79519605636597
317,59.876187801361084
318,59.74319005012512
319,59.51919341087341
320,59.5342001914978
321,59.482200622558594
322,59.574196100234985
323,59.259196519851685
324,59.37719941139221
325,58.93420171737671
326,59.10520386695862
327,58.7082097530365
328,58.9292049407959
329,58.73320913314819
330,58.53421235084534
331,58.483214139938354
332,58.71721005439758
333,58.32721400260925
334,58.437212228775024
335,58.232216358184814
336,58.5072066783905
337,58.27821660041809
338,57.84622097015381
339,58.255215644836426
340,58.15821290016174
341,57.768226623535156
342,58.051220417022705
343,57.830222368240356
344,58.04021859169006
345,57.84521675109863
346,57.80022048950195
347,57.69622325897217
348,57.54922652244568
349,57.505226850509644
350,57.24122452735901
351,57.25924253463745
352,57.26322793960571
353,57.07422947883606
354,57.338221073150635
355,57.105231046676636
356,56.943230867385864
357,57.266228914260864
358,57.065234422683716
359,57.10023260116577
360,57.173229932785034
361,56.83822989463806
362,56.69123315811157
363,56.777231216430664
364,56.607237339019775
365,56.33124232292175
366,56.302241802215576
367,56.44024109840393
368,56.30223608016968
369,56.293243169784546
370,55.97324848175049
371,55.624253034591675
372,55.95824885368347
373,55.34824895858765
374,55.65724968910217
375,55.38925647735596
376,55.55425238609314
377,55.51627206802368
378,55.59125351905823
379,55.35524892807007
380,55.143258810043335
381,55.39025402069092
382,55.19225215911865
383,54.63226556777954
384,55.09926152229309
385,54.75426173210144
386,54.59326100349426
387,54.54026007652283
388,54.43926382064819
389,54.42626762390137
390,54.427268505096436
391,54.285271406173706
392,54.397263288497925
393,54.496262311935425
394,53.93927550315857
395,54.18126630783081
396,54.02627205848694
397,53.92127704620361
398,53.947275161743164
399,53.81127738952637
400,53.930275440216064
401,53.74427676200867
402,53.708282709121704
403,53.724276542663574
404,53.75327134132385
405,53.66027855873108
406,53.698278188705444
407,53.671278953552246
408,53.2582790851593
409,53.52228236198425
410,53.408281564712524
411,53.266284465789795
412,53.32527804374695
413,53.12628674507141
414,53.4402813911438
415,53.411277055740356
416,52.89928984642029
417,52.83328938484192
418,52.78329062461853
419,53.07928538322449
420,52.637293100357056
421,52.95128870010376
422,52.4722957611084
423,52.71229124069214
424,52.396300315856934
425,54.431283950805664
426,52.53929352760315
427,52.719292640686035
428,52.377294063568115
429,52.53629660606384
430,52.2103009223938
431,52.22429656982422
432,52.370296239852905
433,52.14829421043396
434,52.361289262771606
435,52.092299461364746
436,52.233296632766724
437,52.142427921295166
438,51.86230230331421
439,51.9723014831543
440,51.77430248260498
441,51.98530101776123
442,51.75530552864075
443,51.62429976463318
444,51.57030892372131
445,51.114312171936035
446,51.44330859184265
447,51.167311668395996
448,51.39731001853943
449,51.168309688568115
450,51.16231393814087
451,50.95231580734253
452,51.03531336784363
453,50.84831714630127
454,50.96331715583801
455,50.87731075286865
456,50.73231840133667
457,50.65832042694092
458,50.92031502723694
459,50.67031908035278
460,50.57032108306885
461,50.33932375907898
462,50.11832594871521
463,50.21832466125488
464,50.22337818145752
465,50.04332733154297
466,50.27332854270935
467,50.0873281955719
468,50.17532682418823
469,50.008328676223755
470,50.08132839202881
471,49.965327978134155
472,49.985329389572144
473,49.75333380699158
474,49.77732539176941
475,49.73433327674866
476,49.45433855056763
477,49.58633470535278
478,49.461333990097046
479,49.43233561515808
480,49.39233589172363
481,49.40433716773987
482,49.487334966659546
483,49.35033631324768
484,49.499335289001465
485,49.42633605003357
486,49.419336557388306
487,49.069342374801636
488,49.28233814239502
489,49.09234857559204
490,48.99834179878235
491,48.82934379577637
492,48.97334027290344
493,49.0253427028656
494,48.748345136642456
495,48.61034870147705
496,48.42434906959534
497,48.19335412979126
498,48.23235249519348
499,48.229352712631226
500,48.095348834991455
501,47.99535608291626
502,48.17735433578491
503,48.01535701751709
504,48.08435654640198
505,48.02934908866882
506,48.29935169219971
507,48.154354095458984
508,47.86135721206665
509,47.83335852622986
510,47.987356662750244
511,47.7843599319458
512,47.55736327171326
513,47.84835910797119
514,47.669360399246216
515,47.640360832214355
516,47.74136018753052
517,47.122368812561035
518,47.44235873222351
519,47.14436650276184
520,47.32636904716492
521,47.13936758041382
522,47.253366470336914
523,47.074368715286255
524,46.92037105560303
525,46.991371631622314
526,46.825369358062744
527,46.9423713684082
528,46.73637342453003
529,46.82637548446655
530,46.89437508583069
531,46.96536898612976
532,46.797372579574585
533,46.9043710231781
534,46.6133759021759
535,46.68437361717224
536,46.7713737487793
537,46.543375730514526
538,46.651373624801636
539,46.629372358322144
540,46.64637517929077
541,46.380378007888794
542,46.67837476730347
543,46.218379497528076
544,46.16337990760803
545,46.17938184738159
546,46.136380434036255
547,45.98538398742676
548,46.12038207054138
549,46.07838201522827
550,46.06338167190552
551,45.81438708305359
552,46.037381172180176
553,45.976383686065674
554,46.14438199996948
555,45.84338593482971
556,45.581392765045166
557,45.59638977050781
558,45.82738518714905
559,45.864386558532715
560,45.637388706207275
561,45.641387701034546
562,45.6923885345459
563,45.82738494873047
564,45.52738881111145
565,45.5643367767334
566,45.16439437866211
567,45.25939345359802
568,45.36538910865784
569,45.19734168052673
570,45.22139310836792
571,45.064398527145386
572,45.150395154953
573,45.503389835357666
574,45.017396211624146
575,45.039395332336426
576,45.11039423942566
577,44.733399629592896
578,45.00839710235596
579,44.93239974975586
580,44.772398710250854
581,44.637402296066284
582,44.8943977355957
583,44.82639932632446
584,44.764400005340576
585,44.88540005683899
586,44.65840196609497
587,44.57240295410156
588,44.74139928817749
589,44.79639959335327
590,45.220391273498535
591,44.6874053478241
592,44.40040588378906
593,44.646400451660156
594,44.21040749549866
595,44.058408975601196
596,44.54040026664734
597,44.06740880012512
598,44.27740454673767
599,44.47140455245972
600,43.92641520500183
601,44.313405990600586
602,44.66439628601074
603,43.91941237449646
604,43.68541669845581
605,43.68841290473938
606,43.89241003990173
607,43.89041185379028
608,43.90341281890869
609,43.66641712188721
610,43.70541214942932
611,43.44741654396057
612,43.89141130447388
613,43.86541271209717
614,43.55541634559631
615,43.524418354034424
616,43.573410511016846
617,43.37441968917847
618,43.55040979385376
619,43.32641911506653
620,42.974422216415405
621,42.89042520523071
622,43.14042067527771
623,43.128421783447266
624,43.040422201156616
625,42.759427547454834
626,42.681429624557495
627,42.37643074989319
628,42.9244225025177
629,42.5534291267395
630,42.453431129455566
631,42.54242992401123
632,42.239434003829956
633,42.15843486785889
634,42.39242911338806
635,41.983436822891235
636,41.897438764572144
637,41.94243502616882
638,41.783440828323364
639,41.789440393447876
640,41.813437938690186
641,41.90538573265076
642,41.660441160202026
643,41.507444620132446
644,41.648441553115845
645,41.226446866989136
646,41.16244840621948
647,41.12444853782654
648,41.02244973182678
649,40.94345140457153
650,40.793452501297
651,40.64645552635193
652,40.84544920921326
653,40.944451332092285
654,40.82345247268677
655,40.394458055496216
656,40.89445376396179
657,40.640456199645996
658,40.456456661224365
659,40.19246029853821
660,40.56345748901367
661,40.44046068191528
662,40.19246292114258
663,40.5554563999176
664,40.31745982170105
665,40.346458196640015
666,39.99446201324463
667,40.177462577819824
668,39.75946640968323
669,40.135462522506714
670,39.7424681186676
671,39.95046591758728
672,39.6464159488678
673,39.747469663619995
674,39.76846385002136
675,39.90546369552612
676,39.96346354484558
677,40.007463216781616
678,39.671462297439575
679,39.946463108062744
680,39.76146650314331
681,39.66746783256531
682,39.55247259140015
683,39.93146514892578
684,39.78246712684631
685,39.62046790122986
686,39.74946689605713
687,39.50147104263306
688,39.280473470687866
689,39.448471546173096
690,39.34447240829468
691,39.15647482872009
692,39.31647324562073
693,39.07947301864624
694,39.0224769115448
695,39.02047657966614
696,39.19247317314148
697,39.108474254608154
698,38.98248052597046
699,39.013476610183716
700,38.742427587509155
701,38.70048117637634
702,38.70948100090027
703,38.87047839164734
704,38.844478368759155
705,38.75048041343689
706,38.620481729507446
707,38.436482667922974
708,38.34048509597778
709,38.420485973358154
710,38.476481676101685
711,38.21048617362976
712,38.121487617492676
713,38.1284863948822
714,37.80349135398865
715,37.828492164611816
716,37.8644905090332
717,37.8134925365448
718,37.81949234008789
719,37.63649845123291
720,38.04348945617676
721,37.50249695777893
722,37.586495876312256
723,37.81148982048035
724,37.76849341392517
725,37.55949664115906
726,37.745492935180664
727,37.705493211746216
728,37.53149604797363
729,37.66749310493469
730,37.33650088310242
731,37.22349452972412
732,37.1195023059845
733,37.34849834442139
734,37.18050026893616
735,37.196499824523926
736,37.17350149154663
737,36.99950361251831
738,36.816506147384644
739,37.073503494262695
740,37.02550411224365
741,36.890504598617554
742,36.87450671195984
743,36.79701519012451
744,36.97950553894043
745,36.86850690841675
746,36.588510274887085
747,36.42150926589966
748,36.512508392333984
749,36.544508934020996
750,36.60950946807861
751,36.481510162353516
752,36.66750955581665
753,36.39751482009888
754,36.12151479721069
755,35.98651671409607
756,36.12151336669922
757,36.15651488304138
758,36.08051538467407
759,36.108514070510864
760,36.12251329421997
761,35.920517683029175
762,35.86651968955994
763,35.89451837539673
764,35.83551859855652
765,35.72152018547058
766,35.76652121543884
767,35.65152144432068
768,35.62252163887024
769,35.54652380943298
770,35.55352306365967
771,35.561521768569946
772,35.58052182197571
773,35.37252473831177
774,35.14852738380432
775,35.34852647781372
776,35.15552854537964
777,35.38852071762085
778,34.92253255844116
779,35.03153085708618
780,34.97853422164917
781,34.964531898498535
782,35.07053017616272
783,34.94153380393982
784,34.92952919006348
785,35.193527698516846
786,34.7455267906189
787,34.87753224372864
788,34.825531005859375
789,35.012529373168945
790,34.93053317070007
791,34.95552968978882
792,34.821532011032104
793,34.6880464553833
794,34.63553428649902
795,34.60153555870056
796,34.596535205841064
797,34.68953466415405
798,34.435537815093994
799,34.82753229141235
800,34.664535999298096
801,34.59453558921814
802,34.46953058242798
803,34.450536251068115
804,34.59053587913513
805,34.195542335510254
806,34.4545373916626
807,34.34753680229187
808,34.60653734207153
809,34.3895378112793
810,34.38153696060181
811,34.197543144226074
812,33.842493534088135
813,34.05054211616516
814,34.18753910064697
815,34.170488595962524
816,34.37453818321228
817,34.04054307937622
818,34.315539598464966
819,34.08554124832153
820,34.14954352378845
821,34.04553961753845
822,33.711546421051025
823,33.97454500198364
824,33.9785430431366
825,34.097541093826294
826,33.74754571914673
827,33.80854535102844
828,33.75654578208923
829,33.793543100357056
830,33.844544649124146
831,33.53055286407471
832,33.6945481300354
833,33.5515501499176
834,33.61454963684082
835,33.408552169799805
836,33.34155321121216
837,33.33955097198486
838,33.28450274467468
839,33.222553968429565
840,33.05255937576294
841,33.345553398132324
842,33.138559341430664
843,33.32749676704407
844,33.50955557823181
845,33.31155323982239
846,32.92055797576904
847,33.072556018829346
848,33.109554290771484
849,33.093554973602295
850,33.18855381011963
851,32.64456295967102
852,32.600563049316406
853,32.7365608215332
854,32.54256081581116
855,32.42256426811218
856,32.48156523704529
857,32.51256036758423
858,32.32956528663635
859,32.33154916763306
860,32.3335657119751
861,32.25459384918213
862,32.207515239715576
863,32.188568115234375
864,32.459564208984375
865,32.291566371917725
866,32.119568824768066
867,32.34456491470337
868,32.37551307678223
869,32.193567752838135
870,32.14256930351257
871,31.97157049179077
872,32.21156716346741
873,32.00356960296631
874,32.15656566619873
875,31.796571493148804
876,31.988569498062134
877,31.692574739456177
878,31.702574014663696
879,31.506577730178833
880,31.61156964302063
881,31.489577293395996
882,31.537575244903564
883,31.558523654937744
884,31.572575092315674
885,31.477577924728394
886,31.620571851730347
887,31.71657419204712
888,31.90757179260254
889,31.51057720184326
890,31.530575275421143
891,31.763575553894043
892,31.50152087211609
893,31.534576892852783
894,31.526574850082397
895,31.673577547073364
896,31.587579488754272
897,31.714572191238403
898,31.41557765007019
899,31.500577211380005
900,31.500577688217163
901,31.502575635910034
902,31.45656728744507
903,31.364582538604736
904,31.432578086853027
905,31.37557864189148
906,31.411572694778442
907,31.475577354431152
908,31.180583953857422
909,31.601576328277588
910,31.54057550430298
911,31.366578817367554
912,31.4485764503479
913,31.38557720184326
914,31.502578258514404
915,31.148580312728882
916,31.36157536506653
917,31.110581636428833
918,31.372579097747803
919,30.98058295249939
920,31.151584148406982
921,30.97258234024048
922,31.17858576774597
923,31.112582206726074
924,31.042582273483276
925,31.111581087112427
926,31.079581022262573
927,31.101583242416382
928,31.09458041191101
929,30.84958505630493
930,30.78653573989868
931,31.080585956573486
932,30.545588970184326
933,30.757586240768433
934,30.950584888458252
935,30.786586046218872
936,30.699586868286133
937,30.528590440750122
938,30.794585466384888
939,30.395594120025635
940,30.37759232521057
941,30.812586069107056
942,30.556592226028442
943,30.61758852005005
944,30.173593759536743
945,30.01359796524048
946,29.99259376525879
947,29.988597631454468
948,30.435592651367188
949,30.126593112945557
950,30.123595476150513
951,30.0095956325531
952,29.841599464416504
953,29.94359803199768
954,29.83259868621826
955,29.888596773147583
956,30.100595951080322
957,29.929597854614258
958,30.0915949344635
959,29.8085994720459
960,29.866597414016724
961,29.68459963798523
962,29.785600185394287
963,31.867570877075195
964,30.691587924957275
965,29.66260075569153
966,29.53360414505005
967,29.712598085403442
968,29.522602796554565
969,29.520601511001587
970,29.767601013183594
971,29.608604669570923
972,29.67459988594055
973,29.581602334976196
974,29.617600679397583
975,29.445550680160522
976,29.392601251602173
977,29.47260284423828
978,29.497601747512817
979,29.306604862213135
980,29.49560308456421
981,29.258610725402832
982,29.435604572296143
983,29.3196063041687
984,29.284135103225708
985,29.346604347229004
986,29.42260432243347
987,29.29260015487671
988,29.10160517692566
989,29.14460825920105
990,29.16160750389099
991,29.011607885360718
992,28.854610681533813
993,28.930611848831177
994,28.569615125656128
995,28.7256121635437
996,28.583613634109497
997,28.949613094329834
998,28.816611528396606
999,28.612613439559937
1000,28.810612201690674
